don;acc;acctodon;DFRET;NFRETc;FRETNc
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1958975.192;349911.3685;0.178619602;0.012663642;0.029963606;3.66552E-08
505147.2909;614722.3964;1.21691714;0.042651641;0.038663862;7.24747E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1858310.985;832757.2426;0.448125879;0.035134189;0.052484361;4.37265E-08
1053918.644;570578.1122;0.541387246;0.056731296;0.077102541;1.05408E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
422278.9786;197574.7588;0.467877325;0.039395986;0.057595158;2.07576E-07
1606151.225;991387.0936;0.61724393;0.047010574;0.059836632;4.97581E-08
4273092.732;1222335.86;0.286054139;0.023741706;0.044390271;1.98956E-08
3677178.797;1156755.715;0.314576957;0.093320708;0.166385154;8.8978E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
594472.0841;524858.9919;0.882899308;0.049331005;0.052500613;9.88662E-08
559210.2503;334058.321;0.597375175;0.051944314;0.067206987;1.64014E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2377968.243;1008101.426;0.423933931;0.027655029;0.042474182;2.8213E-08
405838.5588;85263.66479;0.210092567;0.030853302;0.06731259;3.73377E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
401815.1728;211551.7968;0.526490315;0.035947119;0.049541471;1.76257E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5107211.9;1331421.91;0.260694472;0.017274959;0.033833827;1.32029E-08
547235.2672;504232.607;0.921418332;0.0562412;0.058590358;1.18185E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
861621.1136;391515.4923;0.454394032;0.02438125;0.036169263;6.38303E-08
419963.1027;72555.35115;0.172766014;0.02976743;0.07161635;4.22859E-07
755305.9612;621405.8164;0.822720657;0.038459977;0.042401656;6.43675E-08
2278195.643;1750425.184;0.768338395;0.055128796;0.062892989;3.33321E-08
3899284.279;1079591.401;0.276869119;0.023124712;0.043947995;2.19269E-08
1997839.473;815382.3852;0.408132083;0.035405535;0.055420546;4.50158E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1034730.034;415905.7447;0.401946141;0.032768697;0.051686276;8.1458E-08
4495731.181;903562.7872;0.200982388;0.041373273;0.092287074;4.77652E-08
781524.7144;351332.0112;0.449546898;0.034081584;0.050831423;1.0043E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
371997.1489;345987.8655;0.930082036;0.066752052;0.0692156;2.06732E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
358258.226;389005.2538;1.085823648;0.063792654;0.061219675;1.75163E-07
354086.9665;172004.4189;0.485768851;0.046748964;0.067074455;2.85118E-07
427407.9797;358326.7773;0.838371753;0.035138877;0.038376871;1.01635E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3371689.293;554321.3857;0.164404646;0.009893621;0.024400472;1.80265E-08
887983.7973;88052.02686;0.099159497;0.000716179;0.002274336;8.13942E-09
1440017.422;1025312.908;0.712014239;0.06785722;0.080417714;7.09998E-08
1425820.703;559824.3583;0.392633069;0.026357153;0.042063467;4.83556E-08
1954363.471;334070.4063;0.170935658;0.014684252;0.035516936;4.46106E-08
1058572.157;101928.8059;0.096288954;0.002821452;0.009092524;2.77589E-08
1214094.733;977537.34;0.805157385;0.048563729;0.054121726;5.22154E-08
4494488.545;2406768.388;0.535493274;0.12410543;0.169595285;5.88714E-08
546624.8167;4969293.183;9.090866407;0.29096332;0.096501843;8.258E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
836206.0039;549916.9713;0.657633369;0.049889601;0.061520253;9.54858E-08
3901453.999;1285656.876;0.329532753;0.052841797;0.092050952;4.3394E-08
1576815.354;572782.5045;0.363252744;0.023294258;0.038649548;4.16385E-08
1733064.268;942740.4485;0.543973161;0.035128286;0.047628645;3.86185E-08
529535.9217;238742.5857;0.450852484;0.030721653;0.045753819;1.3276E-07
2863018.099;4782879.298;1.670572498;0.071180756;0.055071884;1.60229E-08
1699070.27;753756.2204;0.443628633;0.041184922;0.061834159;5.69866E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
548719.0639;336772.0604;0.613742227;0.033109724;0.042263218;1.01682E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3042574.762;996125.1121;0.327395443;0.046605684;0.081452154;4.90741E-08
956244.2631;859583.123;0.898915848;0.058254998;0.061443178;7.19635E-08
1772681.026;450210.0366;0.253971262;0.014902876;0.029571803;3.36028E-08
2512842.591;2129753.732;0.84754761;0.073060593;0.079359906;3.70086E-08
433558.2542;125358.4206;0.289138586;0.016731683;0.031116204;1.35742E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3051837.214;687687.3061;0.225335514;0.012977216;0.027337998;1.91189E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
429584.0356;315585.0209;0.734629304;0.039099433;0.04561801;1.28936E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
560404.8891;78544.42498;0.140156566;0.005557775;0.014845479;7.11551E-08
694989.8452;487695.0974;0.701729818;0.035400468;0.042259469;7.52512E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2859596.566;746300.1582;0.260980925;0.016563797;0.032423174;2.25684E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
382306.4862;67643.99391;0.176936558;0.001935791;0.004602033;2.86728E-08
5491057.827;2093106.309;0.381184532;0.023631971;0.038276508;1.15637E-08
626193.2076;189046.4694;0.301897988;0.026378754;0.048009166;1.43316E-07
3957731.788;3034161.727;0.766641574;0.054840247;0.062633;1.9123E-08
529128.31;175139.5339;0.33099634;0.028354538;0.049284571;1.66621E-07
4541608.544;4359783.657;0.95996465;0.058351001;0.059555337;1.42133E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1503409.315;874568.1139;0.581723224;0.044702146;0.058609791;5.35052E-08
749868.7527;400834.7775;0.534539913;0.047700457;0.065242782;1.24964E-07
400480.6502;219122.5133;0.547148815;0.021775209;0.029438089;1.01587E-07
3741789.769;1284309.877;0.343234109;0.077043481;0.131504519;6.49957E-08
1370837.918;658630.6252;0.480458424;0.04106042;0.059237331;6.50115E-08
4635754.162;1107506.439;0.238905343;0.020819339;0.042594547;1.91981E-08
5377737.046;1131804.92;0.210461187;0.0144946;0.031595135;1.2995E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
889277.6759;547395.8797;0.615551132;0.030271667;0.038583735;5.70276E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
550287.5732;200822.1681;0.364940402;0.036040176;0.059658995;1.86173E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3074067.348;803938.582;0.261522761;0.020947978;0.040962586;2.66142E-08
465956.6384;527617.2563;1.132331236;0.073610178;0.069175311;1.506E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
843441.2746;311008.2024;0.368737234;0.020548625;0.033839526;6.74572E-08
615957.1601;169150.6903;0.274614375;0.023557354;0.044953641;1.42628E-07
985616.359;581386.2837;0.589870773;0.037381354;0.048671708;6.67938E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4812151.492;1166253.813;0.242356005;0.014761795;0.029985567;1.28471E-08
728221.585;752245.6552;1.032990055;0.045529377;0.044796454;6.34117E-08
945583.7647;575057.5597;0.608150839;0.037038537;0.04749503;6.68857E-08
359329.0611;297699.4452;0.828486971;0.037745091;0.041468434;1.31763E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
537373.6829;235986.8167;0.439148444;0.03513324;0.05301668;1.54299E-07
1766309.365;630923.8775;0.357198965;0.020244124;0.033872238;3.27495E-08
2414761.774;1550239.267;0.64198435;0.070577517;0.088085446;4.8984E-08
783740.1598;210966.8384;0.269179569;0.012541795;0.024173451;6.02042E-08
1026625.628;321684.2174;0.313341308;0.016806129;0.030023331;5.31372E-08
726568.4294;497363.0048;0.684537044;0.044558857;0.053856183;9.37684E-08
395020.1108;127427.6466;0.322585213;0.008858879;0.015597555;7.01422E-08
972474.517;721071.6832;0.741481315;0.064500601;0.074905491;9.56185E-08
1043125.873;372166.3675;0.356779922;0.023862871;0.039950525;6.56863E-08
2768429.471;1141733.908;0.412412135;0.030035325;0.046769919;2.71214E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5205835.731;1118945.527;0.214940614;0.016973937;0.03661199;1.54315E-08
5032501.651;2567254.406;0.510134836;0.139168204;0.194848709;6.29728E-08
570170.1385;253196.6826;0.444072156;0.014428507;0.021651831;5.78196E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
441964.9685;342943.1193;0.775950909;0.06709772;0.076171172;2.09725E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2017502.804;1047204.778;0.519059887;0.029839523;0.041417429;2.93709E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
429565.8788;373667.516;0.869872433;0.079909499;0.085678257;2.32425E-07
1581571.031;517125.7856;0.326969687;0.020724564;0.036243627;4.09246E-08
579127.3348;258094.5411;0.445661128;0.045679884;0.06842623;1.85461E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1591563.529;2096034.756;1.316965813;0.05745807;0.050068408;2.90838E-08
1102380.909;491929.7935;0.446243027;0.02384458;0.035694717;4.96555E-08
2710027.249;783051.6934;0.288946059;0.023575222;0.043857856;3.08338E-08
537698.0579;194126.4481;0.361032452;0.125775011;0.20932507;7.41116E-07
1416298.847;952911.8384;0.672818339;0.046958701;0.057248903;5.17073E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
366790.2034;338988.0249;0.924201415;0.042817375;0.044538616;1.3196E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
496409.872;106775.0845;0.215094603;0.0126165;0.027203458;1.19669E-07
1906045.099;574769.7171;0.301550954;0.016712893;0.030434858;2.95718E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1051352.308;1172617.537;1.115342143;0.060557556;0.057340871;5.4972E-08
2650008.243;1577177.543;0.595159486;0.046466871;0.060231926;3.08978E-08
779892.2903;261821.3838;0.335714799;0.019942318;0.034418377;7.77175E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
386659.644;602224.595;1.557505688;0.055147817;0.044188932;9.69183E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
646585.8957;397137.1371;0.61420631;0.034461786;0.043972448;8.98727E-08
834561.8369;916654.1378;1.09836575;0.074336717;0.070929988;8.76082E-08
3250278.588;1081007.783;0.33258927;0.026036099;0.045146263;2.47289E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1542072.165;742782.8053;0.481678369;0.031169603;0.044910998;4.33133E-08
806559.6683;392480.7272;0.486610901;0.026626572;0.038170192;6.96975E-08
425163.6008;555137.2933;1.305702775;0.078743385;0.068911534;1.53969E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
649710.5692;97115.67144;0.149475283;0.012516547;0.032374259;1.30516E-07
5023971.932;1610030.969;0.320469738;0.023989139;0.042376115;1.5266E-08
2370718.376;404660.7874;0.17069121;0.006193813;0.014991756;1.54016E-08
380301.6286;210494.6168;0.553493861;0.028901704;0.038847855;1.4139E-07
601157.3557;179522.1692;0.298627585;0.022985752;0.042062372;1.31051E-07
1149702.909;481193.6461;0.418537382;0.033835796;0.052300913;7.27789E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2484346.743;1041801.958;0.419346438;0.03912727;0.060421718;3.90867E-08
2668240.404;2462859.677;0.923027653;0.176368975;0.183575548;8.6946E-08
1474264.14;492691.9761;0.334195184;0.029563145;0.051138801;6.18312E-08
492673.6121;410358.9672;0.832922562;0.049106086;0.053806285;1.25846E-07
527500.6919;149947.2436;0.284259805;0.04171409;0.078239317;2.90301E-07
413487.9942;80386.1643;0.194409911;0.007170973;0.016263683;8.98509E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1771924.048;762642.9333;0.430403851;0.02634408;0.040155493;3.54778E-08
5328323.606;1851566.607;0.347495149;0.015878508;0.026936138;8.71408E-09
420494.9548;114608.1765;0.272555414;0.005644112;0.010811059;4.95266E-08
3728261.158;2428020.258;0.651247366;0.081385983;0.100850167;3.64892E-08
8528223.833;3966476.121;0.465099908;0.058940183;0.086424793;1.57903E-08
3180713.682;1167870.955;0.367172614;0.030163833;0.049779599;2.66314E-08
1410415.265;104763.0994;0.074278195;0.003188047;0.011697528;3.05283E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
600476.8114;82695.74166;0.137716795;0.009286955;0.025025334;1.13355E-07
4075783.936;437399.4702;0.107316648;0.00815677;0.02489916;1.88017E-08
346646.6539;92559.39597;0.267013672;0.031903182;0.061740089;3.56037E-07
698731.6175;646300.852;0.924962941;0.061526079;0.063973052;1.01438E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2602437.698;465566.0156;0.178896123;0.01550483;0.036657811;3.38277E-08
778244.2218;513777.997;0.660175794;0.040647809;0.050027332;8.24676E-08
5676424.502;1074202.07;0.189239207;0.015303344;0.03517878;1.44676E-08
1460033.712;554440.934;0.379745296;0.021346192;0.034639706;3.93402E-08
3473744.951;876937.1633;0.252447193;0.020962979;0.04172225;2.44166E-08
2836686.926;1078317.019;0.380132544;0.021958725;0.035615546;2.08211E-08
4364096.564;2050451.531;0.469845591;0.127383054;0.18583781;7.11932E-08
663186.4197;688180.4992;1.037687864;0.05558789;0.054569104;8.55296E-08
2643606.392;957524.9873;0.362204067;0.029168071;0.048465316;3.13772E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1230371.485;768714.3118;0.624782288;0.039336971;0.049766438;5.32678E-08
1681247.083;1834048.994;1.090886053;0.032823667;0.031426601;1.85042E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
864417.0556;579258.1507;0.670114208;0.041069741;0.050170398;7.39372E-08
2000630.554;1308621.018;0.654104285;0.127096281;0.157148176;1.11263E-07
1782872.333;486699.4384;0.272986141;0.02246603;0.042998771;4.72208E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3115169.361;972928.9881;0.312319773;0.019119565;0.034211984;2.00346E-08
3750298.89;1830884.239;0.488196886;0.030980967;0.044340181;1.74623E-08
3557881.768;1520777.543;0.427439033;0.096106103;0.146998829;6.99146E-08
4585746.891;1344393.004;0.29316773;0.018832811;0.034782201;1.42773E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
778288.2325;628963.7966;0.808137359;0.046972918;0.052252244;7.8364E-08
3551181.066;838106.9818;0.236007955;0.022049752;0.045387932;2.69022E-08
1179523.667;198627.236;0.168396143;0.010322046;0.025153574;5.25089E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3647741.959;840271.8118;0.230353962;0.014890031;0.031023997;1.79883E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2322350.289;1442426.612;0.621106393;0.039488044;0.050105179;2.85016E-08
494646.8431;258774.4862;0.52314998;0.033341725;0.046097243;1.33289E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1394777.559;370280.3005;0.265476239;0.024816204;0.048163997;6.87256E-08
392519.5347;310973.0434;0.792248579;0.047615316;0.053495338;1.60772E-07
831586.5673;533533.3657;0.641584877;0.049396098;0.061668813;9.73938E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1694865.877;916768.6709;0.540909274;0.042882419;0.058306512;4.88713E-08
1035345.961;827858.2637;0.799595782;0.043213607;0.048326493;5.45569E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
429672.9907;243520.2305;0.566757129;0.048294291;0.064150094;2.08381E-07
416974.5037;105964.2044;0.25412634;0.010028699;0.019893892;9.56011E-08
5501406.668;1331548.691;0.242037859;0.071360851;0.145050211;5.77107E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
579069.5881;618781.6564;1.068579095;0.063789954;0.061709063;1.10114E-07
6493868.605;3291899.557;0.506924263;0.07754913;0.108919437;2.5538E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3303489.449;510286.6261;0.154468974;0.011078192;0.02818696;2.19529E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
570334.2927;658741.757;1.155009905;0.051324904;0.047756808;8.21288E-08
1734187.703;475651.8316;0.274279324;0.031469318;0.060088421;6.83101E-08
601440.0945;414795.6728;0.689670803;0.052156085;0.062803531;1.32658E-07
2402845.818;443152.0186;0.184427988;0.01154601;0.026885525;2.63586E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3136562.678;1199332.507;0.382371605;0.055868539;0.090349239;4.93396E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1092404.074;1098102.315;1.00521624;0.054541605;0.054399908;5.25343E-08
765663.1664;119697.126;0.15633131;0.014493803;0.036657206;1.22868E-07
366958.089;124751.2141;0.339960387;0.020496481;0.035153223;1.67737E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1942585.629;220005.8999;0.113254158;0.005353033;0.015906436;2.44623E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
494756.0717;612503.5816;1.237991036;0.075348973;0.067720255;1.33043E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1220546.015;523567.3871;0.428961613;0.051965345;0.079342265;1.04693E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
547049.3954;280582.9941;0.512902485;0.022222684;0.031029809;8.10019E-08
3769725.075;883889.7925;0.234470624;0.041888639;0.086507155;4.94632E-08
689117.9942;388712.9992;0.56407321;0.035025914;0.046636048;9.3378E-08
2460920.109;562800.8646;0.228695301;0.017199523;0.03596564;3.10954E-08
1056394.284;421089.3648;0.398610037;0.023322496;0.036940342;5.67087E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
857792.3847;423989.9405;0.494280374;0.02911546;0.041413027;7.07295E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
578929.6693;184546.1051;0.318771199;0.011707966;0.020736808;6.41935E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1006104.571;627623.5973;0.623815471;0.039809126;0.050402789;6.60581E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1388247.422;533479.9339;0.384283036;0.029379814;0.047394008;5.6739E-08
531997.1912;81351.15233;0.152916507;0.000505022;0.001291468;6.21107E-09
4503711.921;815940.273;0.181170618;0.01388846;0.032629483;1.72611E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3478779.631;1116795.218;0.321030745;0.020214805;0.03567765;1.84742E-08
3825460.05;1063766.997;0.278075573;0.028416047;0.053886781;2.74939E-08
4030848.745;1923433.052;0.477178176;0.039387145;0.057018294;2.13171E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
417120.138;74876.04949;0.179507156;0.018190006;0.042933071;2.47436E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
5833482.663;2993542.889;0.513165644;0.098518729;0.137527647;3.6507E-08
592667.2191;64934.41464;0.109563027;0.01120673;0.033856876;1.74541E-07
3229542.326;1143600.413;0.35410603;0.028669586;0.048178664;2.58095E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3229263.574;721163.7534;0.223321428;0.015909664;0.033666333;2.24178E-08
4166205.294;1057537.107;0.253837013;0.014778218;0.029332198;1.41838E-08
3049440.229;2647826.761;0.868299282;0.057985969;0.062228338;2.32475E-08
426128.3312;103692.5349;0.243336402;0.010548515;0.021383943;1.02813E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2053488.626;693105.6767;0.337525939;0.022307749;0.038397431;3.29196E-08
2285338.577;1091940.757;0.477802619;0.045034492;0.065150987;4.31875E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
628694.6054;63051.00933;0.100288771;0.000220711;0.000696943;3.50128E-09
986591.7701;449360.9342;0.455467953;0.047418986;0.070262461;1.10778E-07
2693250.733;884815.2985;0.328530607;0.021196677;0.036981103;2.44748E-08
5116091.352;984303.9089;0.192393732;0.009762564;0.022257092;1.0016E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4489140.746;1741856.984;0.388015677;0.032951147;0.05289881;1.95618E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
460648.5281;186885.317;0.405700454;0.022289127;0.034993735;1.21985E-07
547148.4939;232441.0044;0.424822524;0.028890643;0.044325479;1.2799E-07
934829.1049;488759.5819;0.522833082;0.070191044;0.097073384;1.54452E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
472234.3406;387327.9146;0.820202771;0.054358621;0.060021634;1.4841E-07
2467239.885;1897827.598;0.769210813;0.056419251;0.064328678;3.15059E-08
708593.0453;953735.4692;1.345956576;0.063094319;0.054384449;7.061E-08
1822907.436;561218.128;0.307869789;0.021928732;0.039521187;3.99495E-08
898899.9733;463763.5982;0.515923475;0.049106311;0.068366708;1.11355E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
3275501.072;1099037.928;0.335532764;0.025745972;0.044446936;2.4045E-08
1972090.542;980720.1555;0.497299761;0.032443978;0.046007112;3.41911E-08
834934.9084;580748.4508;0.695561349;0.050550228;0.060611552;9.16776E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
4080357.456;1908782.397;0.467797838;0.033649683;0.049198501;1.82427E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2103902.449;1333245.641;0.633701264;0.051611216;0.064833848;4.08176E-08
918519.7334;333135.9994;0.362687907;0.029207393;0.048498271;9.03119E-08
5041048.109;1330878.9;0.264008371;0.015902128;0.030948983;1.21417E-08
2963529.492;1702330.177;0.574426602;0.042488945;0.05606072;2.60668E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
644617.9946;285092.8292;0.442266321;0.01964489;0.029539807;7.02878E-08
2341836.244;784325.7551;0.334919129;0.022550691;0.038966363;2.9415E-08
4206692.215;1857922.772;0.441658832;0.03042025;0.045774048;1.6887E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
464459.2287;268786.8797;0.57870931;0.039489325;0.051909815;1.52957E-07
3834378.126;4203964.491;1.096387564;0.068501957;0.065421565;1.74929E-08
375411.1535;83718.07241;0.22300369;0.012950244;0.027423439;1.56718E-07
2249991.198;1327561.161;0.590029491;0.054803765;0.071346641;4.36751E-08
572463.9349;200222.7113;0.349756027;0.015436909;0.026102237;7.83075E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
670529.7887;269816.108;0.402392425;0.030696601;0.048391088;1.17372E-07
1063287.515;272443.8431;0.256227821;0.016550041;0.032695346;6.17689E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
703716.0255;205691.339;0.292293101;0.031421043;0.058118087;1.57714E-07
1789137.291;2022408.497;1.130381949;0.065940457;0.062021083;3.49067E-08
4396678.962;2837341.928;0.645337527;0.045859182;0.057086424;1.69396E-08
797784.4879;158970.4752;0.199264936;0.012968417;0.029051699;8.26494E-08
426121.8331;156523.5959;0.36732123;0.024689441;0.040736926;1.61729E-07
3265515.124;1621426.685;0.496530141;0.040015175;0.05678739;2.57077E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
602069.4402;624529.0761;1.037304062;0.055439322;0.054433326;9.398E-08
402795.0366;123101.7854;0.305618923;0.013319698;0.024093742;1.09661E-07
2426354.208;1006817.342;0.414950685;0.02681663;0.041629957;2.7369E-08
2200599.862;1650881.828;0.750196279;0.115908261;0.133821821;7.94147E-08
476532.4719;347958.4642;0.73018836;0.051611961;0.060399439;1.564E-07
1093511.518;365713.4125;0.33443947;0.023334992;0.040350498;6.53313E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
484937.4447;466895.5138;0.962795344;0.052201682;0.05320072;1.17964E-07
530244.7291;123415.3169;0.232751615;0.015001038;0.031093883;1.234E-07
5170748.95;2416851.96;0.46740849;0.037823329;0.05532373;1.6265E-08
722933.0355;191675.7621;0.265136261;0.009921437;0.01926815;5.22803E-08
1020356.417;551735.0657;0.540727785;0.033589271;0.045678437;6.29953E-08
1688736.699;316340.3427;0.187323662;0.011022995;0.025468496;3.52337E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2263459.33;1406748.162;0.621503618;0.054823803;0.069542024;4.12325E-08
976162.0831;1284555.354;1.315924247;0.071723165;0.062523603;6.01491E-08
1056906.594;239839.9379;0.226926333;0.010694895;0.022450917;4.50739E-08
2155004.87;1408509.243;0.6535991;0.043325457;0.053590454;3.21528E-08
1574921.467;647983.2689;0.411438464;0.041692713;0.064999156;6.71416E-08
4315387.545;1376846.74;0.319055178;0.023916095;0.042340636;1.77958E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1400719.187;695833.911;0.49676903;0.045667465;0.064793232;6.87704E-08
631579.4531;198630.6936;0.314498346;0.024943552;0.044478395;1.2879E-07
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
2478904.414;3196301.138;1.28940072;0.067808813;0.059716203;2.2758E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
1328077.943;231612.0365;0.174396418;0.008649722;0.02071254;3.76716E-08
2771161.149;1218521.933;0.439715291;0.027803068;0.041928269;2.34696E-08
1690484.857;141287.7606;0.083578247;0.007621357;0.026362446;5.43564E-08
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
